dataid	datatype	class	total	tp	fp	tpr	fpr	falsediscoveryrate	tn	fn	tnr	fnr	falseomissionrate	precision	recall	accuracy	balancedaccuracy	f1	plr	nlr	dor	discarded	pdiscarded	cdiscarded	ptype
T2	equal	Coronaviridae	79637	79366	144	1	0.000308067518131057	0.00181109294428374	467286	0	0.999691932481869	0	0	0.998188907055716	1	0.999736647671161	0.999845966240934	0.999093632770211	3246.04166666667	0	Inf	271	0	0	Single
T2	mm	Human	22323	22310	22096	0.999417640998074	0.166225324987963	0.497590415709589	110832	13	0.833774675012037	0.000582359001926264	0.000117280887726104	0.502409584290411	0.999417640998074	0.857591899569085	0.916596158005055	0.668674789072218	6.01242705388269	0.000698460890429249	8608.10839414025	0	9	3	Double
T2	equal	Human	77886	77853	77513	0.999576303828673	0.165304642681965	0.498905809507872	391397	33	0.834695357318035	0.000423696171327325	8.43062616559794e-05	0.501094190492128	0.999576303828673	0.858181113248817	0.917135830573354	0.66754411537736	6.04687374541435	0.000507605760128708	11912.5396525861	0	28	5	Double
T2	mm	Human	22323	22310	22096	0.999417640998074	0.166225324987963	0.497590415709589	110832	13	0.833774675012037	0.000582359001926264	0.000117280887726104	0.502409584290411	0.999417640998074	0.857591899569085	0.916596158005055	0.668674789072218	6.01242705388269	0.000698460890429249	8608.10839414025	0	9	0	Single
T2	equal	Human	77886	77853	77513	0.999576303828673	0.165304642681965	0.498905809507872	391397	33	0.834695357318035	0.000423696171327325	8.43062616559794e-05	0.501094190492128	0.999576303828673	0.858181113248817	0.917135830573354	0.66754411537736	6.04687374541435	0.000507605760128708	11912.5396525861	0	28	0	Single
T2	mm	Influenza	22073	21650	1	0.996089256958822	7.48973905749124e-06	4.61872430834603e-05	133515	85	0.999992510260942	0.00391074304117782	0.00063622754491018	0.999953812756917	0.996089256958822	0.999446058318465	0.998040883609882	0.998017793758355	132993.853232114	0.0039107723318421	34007055.8823529	338	43	21	Double
T2	equal	Influenza	78087	76820	2	0.999167577129182	4.25611603874768e-06	2.6034208950561e-05	469910	64	0.999995743883961	0.000832422870818376	0.00013617774600297	0.999973965791049	0.999167577129182	0.999879296849282	0.999581660506571	0.999570608824639	234760.417251964	0.000832426413721786	282019423.4375	1203	30	22	Double
T2	mm	Influenza	22073	21670	4	0.99700943179204	2.99589562299649e-05	0.000184552920549968	133512	65	0.99997004104377	0.00299056820795951	0.00048661071891119	0.99981544707945	0.99700943179204	0.999555558418303	0.998489736417905	0.998410467875326	33279.1778237865	0.00299065780494579	11127711.6923077	338	43	0	Single
T2	equal	Influenza	78087	76841	13	0.999440715883669	2.76647542518599e-05	0.000169151898404767	469899	43	0.999972335245748	0.000559284116331096	9.15006532721059e-05	0.999830848101595	0.999440715883669	0.999897585205451	0.999706525564709	0.999635743927981	36126.860437102	0.000559299589216785	64593039.4615385	1203	30	0	Single
T2	mm	Metapneumovirus	22214	21921	0	0.986810119744305	0	0	133037	293	1	0.0131898802556946	0.00219755493887347	1	0.986810119744305	0.998112733573375	0.993405059872153	0.99336127789736	Inf	0.0131898802556946	Inf	0	151	95	Double
T2	equal	Metapneumovirus	78334	78265	1	0.999119156432711	2.13464485913479e-06	1.27769401783661e-05	468461	69	0.999997865355141	0.000880843567288789	0.000147269118306192	0.999987223059822	0.999119156432711	0.999871981506814	0.999558510893926	0.999553001277139	468049.358260781	0.000880845447580995	531363770.507246	0	41	28	Double
T2	mm	Metapneumovirus	22214	22003	1	0.990501485549653	7.51670587881567e-06	4.5446282494092e-05	133036	211	0.999992483294121	0.00949851445034663	0.00158352533265289	0.999954553717506	0.990501485549653	0.998634469343193	0.995246984421887	0.995205572391334	131773.346133069	0.00949858584842271	13872943.6398104	0	151	0	Single
T2	equal	Metapneumovirus	78334	78287	1	0.99940000510634	2.13464485913479e-06	1.27733496832209e-05	468461	47	0.999997865355141	0.000599994893660479	0.000100318457742451	0.999987226650317	0.99940000510634	0.999912215890387	0.99969893523074	0.999693529644622	468180.925192126	0.000599996174439229	780306517.170213	0	41	0	Single
T2	mm	Rhinovirus	22719	22315	4	0.994385276948443	3.01182139899104e-05	0.0001792194990815	132806	126	0.99996988178601	0.00561472305155742	0.000947853037643306	0.999820780500918	0.994385276948443	0.999162646295354	0.997177579367226	0.997095621090259	33016.0771578807	0.00561489216208109	5880091.0515873	278	74	32	Double
T2	equal	Rhinovirus	79228	78203	14	0.999974426187584	2.98768008775243e-05	0.000178989222291829	468577	2	0.999970123199122	2.55738124160859e-05	4.26822371467778e-06	0.999821010777708	0.999974426187584	0.999970738630129	0.999972274693353	0.999897712597972	33469.9297386904	2.55745765026156e-05	1308718826.10714	1023	1	0	Double
T2	mm	Rhinovirus	22719	22347	15	0.995811238358362	0.000112943302462164	0.000670780788838208	132795	94	0.999887056697538	0.00418876164163807	0.00070735726809593	0.999329219211162	0.995811238358362	0.999297911124566	0.99784914752795	0.997567127201303	8816.91270442494	0.00418923478764978	2104659.4787234	278	74	0	Single
T2	equal	Rhinovirus	79228	78203	51	0.999974426187584	0.00010883691748241	0.000651723873540011	468540	2	0.999891163082518	2.55738124160859e-05	4.26856076936539e-06	0.99934827612646	0.999974426187584	0.999903071712302	0.999932794635051	0.999661253107843	9187.82384983659	2.55765960939645e-05	359227780.588235	1023	1	0	Single
T2	mm	Sars_cov_2	22106	21865	0	0.990352386991575	0	0	133173	213	1	0.00964761300842468	0.00159686923665152	1	0.990352386991575	0.998628028160849	0.995176193495788	0.995152811596841	Inf	0.00964761300842468	Inf	28	66	123	Double
T2	equal	Sars_cov_2	78239	78119	0	0.999795226211045	0	0	468661	16	1	0.000204773788955014	3.41386498590714e-05	1	0.999795226211045	0.999970738630129	0.999897613105522	0.999897602621373	Inf	0.000204773788955014	Inf	104	11	5	Double
T2	mm	Sars_cov_2	22106	21940	1	0.993749433825528	7.50902960810374e-06	4.55767740759309e-05	133172	138	0.999992490970392	0.00625056617447233	0.00103518115670242	0.999954423225924	0.993749433825528	0.999104675654263	0.99687096239796	0.99684227265499	132340.593350847	0.00625061311051124	21172417.9710145	28	66	0	Single
T2	equal	Sars_cov_2	78239	78123	0	0.999846419658284	0	0	468661	12	1	0.00015358034171626	2.56042059175587e-05	1	0.999846419658284	0.999978053972597	0.999923209829142	0.999923203931959	Inf	0.00015358034171626	Inf	104	11	0	Single
T2	mm	Unrelated	22130	0	0	0	0	NA	133141	22110	1	1	0.142414541613259	NA	0	0.857585458386741	0.5	NA	NA	1	NA	20	86	45	Double
T2	equal	Unrelated	78051	0	0	0	0	NA	468810	77986	1	1	0.142623574422637	NA	0	0.857376425577363	0.5	NA	NA	1	NA	65	290	145	Double
T2	mm	Unrelated	22130	0	0	0	0	NA	133141	22110	1	1	0.142414541613259	NA	0	0.857585458386741	0.5	NA	NA	1	NA	20	86	0	Single
T2	equal	Unrelated	78051	0	0	0	0	NA	468810	77986	1	1	0.142623574422637	NA	0	0.857376425577363	0.5	NA	NA	1	NA	65	290	0	Single
T3	mm	Coronaviridae	22530	22317	15	0.994075723830735	0.000112466541203992	0.000671681891456206	133358	133	0.999887533458796	0.00592427616926503	0.000996321849413069	0.999328318108544	0.994075723830735	0.99905020439858	0.996981628644765	0.996695100710107	8838.85743429844	0.00592494252705788	1491804.75488722	80	62	37	Double
T3	equal	Coronaviridae	79546	79292	32	1	6.85218970287192e-05	0.000403408804397156	466972	0	0.999931478102971	0	0	0.999596591195603	1	0.999941423697043	0.999965739051486	0.999798254904928	14593.875	0	Inf	254	0	0	Double
T3	mm	Coronaviridae	22530	22354	96	0.995723830734967	0.000719785863705548	0.00427616926503341	133277	96	0.999280214136294	0.00427616926503341	0.000719785863705548	0.995723830734967	0.995723830734967	0.998767832733294	0.997502022435631	0.995723830734967	1383.36119246474	0.00427924940826475	323271.924696181	80	62	0	Single
T3	equal	Coronaviridae	79546	79292	138	1	0.000295500680936352	0.00173737882412187	466866	0	0.999704499319064	0	0	0.998262621175878	1	0.9997473896935	0.999852249659532	0.999130555310543	3384.08695652174	0	Inf	254	0	0	Single
T3	mm	Human	22344	22337	22293	0.99968671679198	0.16701503607309	0.499507058032713	111186	7	0.83298496392691	0.00031328320802005	6.29536031944457e-05	0.500492941967287	0.99968671679198	0.856888906002323	0.916335840359445	0.66703496879386	5.98560908225347	0.000376097074481574	15915.0641905531	0	3	3	Double
T3	equal	Human	77865	77831	77319	0.999563346818211	0.165059528511136	0.498349983886561	391112	34	0.834940471488864	0.000436653181788994	8.69240641601857e-05	0.501650016113439	0.999563346818211	0.858404601168597	0.917251909153537	0.668034246722314	6.05577488215576	0.000522975226018634	11579.4679764429	0	26	7	Double
T3	mm	Human	22344	22337	22293	0.99968671679198	0.16701503607309	0.499507058032713	111186	7	0.83298496392691	0.00031328320802005	6.29536031944457e-05	0.500492941967287	0.99968671679198	0.856888906002323	0.916335840359445	0.66703496879386	5.98560908225347	0.000376097074481574	15915.0641905531	0	3	0	Single
T3	equal	Human	77865	77831	77319	0.999563346818211	0.165059528511136	0.498349983886561	391112	34	0.834940471488864	0.000436653181788994	8.69240641601857e-05	0.501650016113439	0.999563346818211	0.858404601168597	0.917251909153537	0.668034246722314	6.05577488215576	0.000522975226018634	11579.4679764429	0	26	0	Single
T3	mm	Influenza	22329	21939	1	0.996593077132734	7.47333886360409e-06	4.55788514129444e-05	133808	75	0.999992526661136	0.00340692286726628	0.000560190614192989	0.999954421148587	0.996593077132734	0.999512267123595	0.998292801896935	0.998270919597761	133353.123058054	0.00340694832854564	39141516.16	315	28	31	Double
T3	equal	Influenza	77850	76590	0	0.999152044876394	0	0	469641	65	1	0.000847955123605766	0.000138384436221807	1	0.999152044876394	0.999881016884619	0.999576022438197	0.999575842604979	Inf	0.000847955123605766	Inf	1195	37	17	Double
T3	mm	Influenza	22329	21969	4	0.99795584627964	2.98933554544164e-05	0.000182041596504801	133805	45	0.999970106644546	0.00204415372035977	0.000336197235711617	0.999817958403495	0.99795584627964	0.999685540645476	0.998962976462093	0.998886034510196	33383.8684587081	0.00204421482880027	16330900.25	315	28	0	Single
T3	equal	Influenza	77850	76607	6	0.999373817754876	1.27757159191808e-05	7.83156905486014e-05	469635	48	0.999987224284081	0.000626182245124258	0.000102196587911421	0.999921684309451	0.999373817754876	0.999901152488761	0.999680521019478	0.999647675966281	78224.4865240363	0.000626190245152941	124921279.322917	1195	37	0	Single
T3	mm	Metapneumovirus	22181	21899	0	0.987286416302241	0	0	133642	282	1	0.0127135836977593	0.00210567187359995	1	0.987286416302241	0.998190254327025	0.99364320815112	0.993602540834846	Inf	0.0127135836977593	Inf	0	135	97	Double
T3	equal	Metapneumovirus	78367	78298	0	0.999119527352074	0	0	467929	69	1	0.000880472647925785	0.000147436527506528	1	0.999119527352074	0.99987369484675	0.999559763676037	0.999559569782657	Inf	0.000880472647925785	Inf	0	40	29	Double
T3	mm	Metapneumovirus	22181	21991	1	0.991434110274559	7.48267760135287e-06	4.54710803928701e-05	133641	190	0.999992517322399	0.00856588972544069	0.00141970096614387	0.999954528919607	0.991434110274559	0.998774250271141	0.995713313798479	0.995676091730243	132497.237365313	0.00856595382171149	15467890.6894737	0	135	0	Single
T3	equal	Metapneumovirus	78367	78320	0	0.999400257761558	0	0	467929	47	1	0.000599742238442201	0.000100432500812007	1	0.999400257761558	0.999913966055032	0.999700128880779	0.999700038931117	Inf	0.000599742238442201	Inf	0	40	0	Single
T3	mm	Rhinovirus	22493	22116	4	0.995409127734269	2.99389992889488e-05	0.000180831826401447	133601	102	0.999970061000711	0.00459087226573049	0.000762884901610285	0.999819168173599	0.995409127734269	0.999319740988172	0.99768959436749	0.997609274211737	33247.9091277343	0.00459100971596711	7241960.08823529	275	53	32	Double
T3	equal	Rhinovirus	79452	78402	23	0.999897972197424	4.91572733529108e-05	0.000293273828498566	467863	8	0.999950842726647	0.000102027802576202	1.70987302055481e-05	0.999706726171501	0.999897972197424	0.999943254206511	0.999924407462035	0.999802340038894	20340.7940269376	0.000102032818231339	199355407.206522	1042	1	7	Double
T3	mm	Rhinovirus	22493	22148	15	0.996849401386263	0.000112271247333558	0.000676803681812029	133590	70	0.999887728752666	0.00315059861373661	0.000523716893610654	0.999323196318188	0.996849401386263	0.999454509282969	0.998368565069465	0.99808476600347	8878.93761814745	0.00315095237509005	2817858.4	275	53	0	Single
T3	equal	Rhinovirus	79452	78408	71	0.999974493049356	0.000151746365567681	0.000904700620548172	467815	2	0.999848253634432	2.55069506440505e-05	4.27517597693115e-06	0.999095299379452	0.999974493049356	0.99986637280888	0.999911373341894	0.999534702879106	6589.7755726041	2.55108218185441e-05	258312947.323944	1042	1	0	Single
T3	mm	Sars_cov_2	22356	22081	0	0.988804800501545	0	0	133492	250	1	0.0111951994984551	0.0018692706853494	1	0.988804800501545	0.998395615538143	0.994402400250773	0.994370890750248	Inf	0.0111951994984551	Inf	25	80	147	Double
T3	equal	Sars_cov_2	77993	77866	0	0.999717543138866	0	0	468408	22	1	0.000282456861133936	4.6965395043016e-05	1	0.999717543138866	0.999959728791717	0.999858771569433	0.999858751621146	Inf	0.000282456861133936	Inf	105	17	5	Double
T3	mm	Sars_cov_2	22356	22186	1	0.993506784290896	7.49108560812633e-06	4.50714382295939e-05	133491	145	0.999992508914392	0.00649321570910394	0.00108503696608698	0.99995492856177	0.993506784290896	0.999063039474275	0.996749646602644	0.996720427692169	132625.20764856	0.00649326435070306	20425043.6275862	25	80	0	Single
T3	equal	Sars_cov_2	77993	77869	2	0.999756059983566	4.26978189954057e-06	2.56835022023603e-05	468406	19	0.999995730218101	0.000243940016433854	4.0561455942787e-05	0.999974316497798	0.999756059983566	0.999961559301185	0.999875895100833	0.9998651763301	234146.868272391	0.000243941058008968	959850179.315789	105	17	0	Single
T3	mm	Unrelated	22310	0	0	0	0	NA	133538	22285	1	1	0.143014830929965	NA	0	0.856985169070035	0.5	NA	NA	1	NA	25	67	46	Double
T3	equal	Unrelated	77882	0	0	0	0	NA	468477	77819	1	1	0.142448416243209	NA	0	0.857551583756791	0.5	NA	NA	1	NA	63	312	145	Double
T3	mm	Unrelated	22310	0	0	0	0	NA	133538	22285	1	1	0.143014830929965	NA	0	0.856985169070035	0.5	NA	NA	1	NA	25	67	0	Single
T3	equal	Unrelated	77882	0	0	0	0	NA	468477	77819	1	1	0.142448416243209	NA	0	0.857551583756791	0.5	NA	NA	1	NA	63	312	0	Single
T4	mm	Coronaviridae	22495	22295	7	0.994335920078494	5.25639966659408e-05	0.000313873195229127	133164	127	0.999947436003334	0.00566407992150566	0.000952802514798449	0.999686126804771	0.994335920078494	0.999138778736833	0.997141678040914	0.997003845809856	18916.672687539	0.0056643776638343	3339585.35433071	73	60	37	Double
T4	equal	Coronaviridae	79581	79333	44	1	9.41845331872046e-05	0.000554316741625408	467124	0	0.999905815466813	0	0	0.999445683258375	1	0.999919487795997	0.999952907733406	0.999722764791129	10617.4545454545	0	Inf	248	0	0	Double
T4	mm	Coronaviridae	22495	22331	72	0.995941486040496	0.000540658251421105	0.00321385528723832	133099	91	0.999459341748579	0.00405851395950406	0.000683234477062843	0.996786144712762	0.995941486040496	0.998952395030625	0.997700413894537	0.996363636363636	1842.09060607637	0.0040607094155562	453637.632631258	73	60	0	Single
T4	equal	Coronaviridae	79581	79333	149	1	0.000318943078293034	0.00187463828288166	467019	0	0.999681056921707	0	0	0.998125361717118	1	0.99972735640008	0.999840528460853	0.999061801467116	3135.35570469799	0	Inf	248	0	0	Single
T4	mm	Human	22157	22150	22156	0.999684072753532	0.166042147546389	0.500067710919514	111280	7	0.833957852453611	0.000315927246468385	6.29004286214922e-05	0.499932289080486	0.999684072753532	0.857557859286729	0.916820962603571	0.666536268299655	6.02066455731812	0.000378828792772784	15892.8377994997	0	5	2	Double
T4	equal	Human	78052	78031	77463	0.99973094859837	0.165360583542712	0.49817356296706	390986	21	0.834639416457288	0.000269051401629683	5.37074783827399e-05	0.50182643703294	0.99973094859837	0.858218008750213	0.917185182527829	0.668228100673957	6.04576330815948	0.000322356452768189	18754.9008442126	0	14	5	Double
T4	mm	Human	22157	22150	22156	0.999684072753532	0.166042147546389	0.500067710919514	111280	7	0.833957852453611	0.000315927246468385	6.29004286214922e-05	0.499932289080486	0.999684072753532	0.857557859286729	0.916820962603571	0.666536268299655	6.02066455731812	0.000378828792772784	15892.8377994997	0	5	0	Single
T4	equal	Human	78052	78031	77463	0.99973094859837	0.165360583542712	0.49817356296706	390986	21	0.834639416457288	0.000269051401629683	5.37074783827399e-05	0.50182643703294	0.99973094859837	0.858218008750213	0.917185182527829	0.668228100673957	6.04576330815948	0.000322356452768189	18754.9008442126	0	14	0	Single
T4	mm	Influenza	22224	21776	1	0.995656348589456	7.47820104395687e-06	4.59200073472012e-05	133721	95	0.999992521798956	0.00434365141054364	0.000709930053207389	0.999954079992653	0.995656348589456	0.999383005662209	0.997824435194206	0.997800586510264	133141.158246079	0.00434368389348507	30651668.3789474	353	37	36	Double
T4	equal	Influenza	77974	76770	0	0.999141027643292	0	0	469665	66	1	0.000858972356707793	0.00014050594914962	1	0.999141027643292	0.999879231693995	0.999570513821646	0.999570329284012	Inf	0.000858972356707793	Inf	1138	31	23	Double
T4	mm	Influenza	22224	21811	4	0.997256641214394	2.99128041758275e-05	0.000183360073344029	133718	60	0.999970087195824	0.00274335878560651	0.000448504238365053	0.999816639926656	0.997256641214394	0.999588670441472	0.998613364205109	0.998534999771094	33338.7881441178	0.00274344084961541	12152180.4083333	353	37	0	Single
T4	equal	Influenza	77974	76792	9	0.999427351762195	1.91625946153109e-05	0.000117185974140962	469656	44	0.999980837405385	0.000572648237805195	9.36768149882904e-05	0.999882814025859	0.999427351762195	0.999903019390632	0.99970409458379	0.999655031014664	52155.1163517101	0.000572659211441517	91075312	1138	31	0	Single
T4	mm	Metapneumovirus	22300	22036	0	0.988161434977578	0	0	133293	264	1	0.0118385650224215	0.00197668411240145	1	0.988161434977578	0.998303265571073	0.994080717488789	0.994045470949116	Inf	0.0118385650224215	Inf	0	149	85	Double
T4	equal	Metapneumovirus	78248	78190	1	0.99925876699724	2.13559763632054e-06	1.27891956874832e-05	468252	58	0.999997864402364	0.000741233002760454	0.000123849586812154	0.999987210804313	0.99925876699724	0.999892040453723	0.999628315699802	0.999622856193149	467905.915422758	0.000741234585739283	631252135.862069	0	35	23	Double
T4	mm	Metapneumovirus	22300	22109	0	0.991434977578475	0	0	133293	191	1	0.00856502242152466	0.00143088310209463	1	0.991434977578475	0.998772438348769	0.995717488789238	0.995699070008332	Inf	0.00856502242152466	Inf	0	149	0	Single
T4	equal	Metapneumovirus	78248	78202	1	0.999412125549535	2.13559763632054e-06	1.27872332263468e-05	468252	46	0.999997864402364	0.000587874450465188	9.82280513690001e-05	0.999987212766774	0.999412125549535	0.999913998327542	0.999704994975949	0.999699586451988	467977.726024946	0.000587875705931156	796048758.782609	0	35	0	Single
T4	mm	Rhinovirus	22724	22318	6	0.995006687472135	4.50575610342212e-05	0.000268769037806845	133157	112	0.999954942438966	0.00499331252786447	0.000840405495651652	0.999731230962193	0.995006687472135	0.999241611126465	0.997480814955551	0.997363364168566	22083.0125873087	0.00499353752448625	4422318.3422619	294	61	28	Double
