dataid	datatype	class	total	tp	fp	tpr	fpr	falsediscoveryrate	tn	fn	tnr	fnr	falseomissionrate	precision	recall	accuracy	balancedaccuracy	f1	plr	nlr	dor	discarded	pdiscarded	cdiscarded	ptype
T1	all	Sars_cov_2	100345	99965	0	0.997495409914585	0	0	601787	251	1	0.0025045900854155	0.000416917204561838	1	0.997495409914585	0.999642451670434	0.998747704957292	0.998746134748053	Inf	0.0025045900854155	Inf	129	90	144	Double
T1	all	Sars_cov_2	100345	100066	5	0.998503233016684	8.30858758996123e-06	4.99645251871171e-05	601782	150	0.99999169141241	0.00149676698331604	0.000249197583780228	0.999950035474813	0.998503233016684	0.999779203222778	0.999247462214547	0.999226110531387	120177.253017482	0.00149677941943895	80290556.816	129	90	0	Single
T1	all	Unrelated	100189	0	0	0	0	NA	601905	100098	1	1	0.142589134234469	NA	0	0.857410865765531	0.5	NA	NA	1	NA	91	363	184	Double
T1	all	Unrelated	100189	0	0	0	0	NA	601905	100098	1	1	0.142589134234469	NA	0	0.857410865765531	0.5	NA	NA	1	NA	91	363	0	Single
T2	all	Coronaviridae	102076	101592	48	0.998780919422706	7.99558910001316e-05	0.000472255017709563	600283	124	0.999920044109	0.00121908057729364	0.000206526572808112	0.99952774498229	0.998780919422706	0.999755002157975	0.999350481765853	0.999154192647377	12491.6489195407	0.00121917805776154	10245959.4314516	360	56	45	Double
T2	all	Coronaviridae	102076	101637	252	0.999223327696724	0.000419768427750691	0.00247327974560551	600079	79	0.999580231572249	0.000776672303275787	0.000131632003572393	0.997526720254394	0.999223327696724	0.999528521594708	0.999401779634487	0.998374303185089	2380.41563309326	0.000776998462698839	3063604.04475588	360	56	0	Single
T2	all	Human	100209	100163	99609	0.999540959394865	0.16550799384552	0.498613419298	502229	46	0.83449200615448	0.000459040605135267	9.15832960031855e-05	0.501386580702	0.999540959394865	0.858050814261723	0.917016482774673	0.66779562705638	6.03923071128399	0.000550083885465393	10978.7450075447	0	37	8	Double
T2	all	Human	100209	100163	99609	0.999540959394865	0.16550799384552	0.498613419298	502229	46	0.83449200615448	0.000459040605135267	9.15832960031855e-05	0.501386580702	0.999540959394865	0.858050814261723	0.917016482774673	0.66779562705638	6.03923071128399	0.000550083885465393	10978.7450075447	0	37	0	Single
T2	all	Influenza	100160	98470	3	0.998489134953711	4.9715956170413e-06	3.04652036598865e-05	603425	149	0.999995028404383	0.00151086504628925	0.000246862853602044	0.99996953479634	0.998489134953711	0.999783490279141	0.999242081679047	0.999228786556532	200838.767242283	0.00151087255773664	132928992.729306	1541	73	43	Double
T2	all	Influenza	100160	98511	17	0.998904876342287	2.81723751632341e-05	0.00017253978564469	603411	108	0.999971827624837	0.00109512365771302	0.000178950455578035	0.999827460214355	0.998904876342287	0.999821949242715	0.999438351983562	0.999365955353112	35456.8924542043	0.00109515451081676	32376155.2401961	1541	73	0	Single
T2	all	Metapneumovirus	100548	100186	1	0.996399729482436	1.66251315463534e-06	9.98133490373002e-06	601498	362	0.999998337486845	0.00360027051756375	0.000601468780114977	0.999990018665096	0.996399729482436	0.999482940600843	0.998199033484641	0.998191645702045	599333.440883956	0.0036002765030708	166468725.491713	0	192	123	Double
T2	all	Metapneumovirus	100548	100290	2	0.997434061343836	3.32502630927067e-06	1.9941770031508e-05	601497	258	0.999996674973691	0.00256593865616422	0.000428745918189296	0.999980058229968	0.997434061343836	0.999629654424846	0.998715368158763	0.998705437163912	299977.795232128	0.00256594718800613	116907236.686047	0	192	0	Single
T2	all	Rhinovirus	101947	100518	18	0.998728215726407	2.99301131857114e-05	0.00017904034375746	601383	128	0.999970069886814	0.00127178427359259	0.000212797438450835	0.999820959656243	0.998728215726407	0.999792036715491	0.999349142806611	0.999274288952292	33368.6748703376	0.00127182233937916	26236899.4765625	1301	75	32	Double
T2	all	Rhinovirus	101947	100550	66	0.999046161794806	0.000109743748347608	0.000655959290768864	601335	96	0.999890256251652	0.000953838205194444	0.000159619307950538	0.999344040709231	0.999046161794806	0.999769246218558	0.999468209023229	0.999195079051187	9103.44485984179	0.000953942894463392	9542966.26420454	1301	75	0	Single
T2	all	Sars_cov_2	100345	99984	0	0.997714867332582	0	0	601834	229	1	0.0022851326674184	0.000380358866098731	1	0.997714867332582	0.999673811012653	0.998857433666291	0.998856126715186	Inf	0.0022851326674184	Inf	132	77	128	Double
T2	all	Sars_cov_2	100345	100063	1	0.998503188209115	1.66158774678732e-06	9.99360409338024e-06	601833	150	0.999998338412253	0.00149681179088541	0.00024917647176083	0.999990006395907	0.998503188209115	0.999784914685199	0.999250763310684	0.999246044228743	600933.167772644	0.00149681427797368	401474769.86	132	77	0	Single
T2	all	Unrelated	100181	0	0	0	0	NA	601951	100096	1	1	0.14257734880998	NA	0	0.85742265119002	0.5	NA	NA	1	NA	85	376	190	Double
T2	all	Unrelated	100181	0	0	0	0	NA	601951	100096	1	1	0.14257734880998	NA	0	0.85742265119002	0.5	NA	NA	1	NA	85	376	0	Single
T3	all	Coronaviridae	102076	101609	47	0.998692771913271	7.82841447956867e-05	0.000462343590147163	600330	133	0.999921715855204	0.00130722808672918	0.000221495745782838	0.999537656409853	0.998692771913271	0.999743633201779	0.999307243884238	0.999115035546072	12757.2802196377	0.00130733042997385	9758267.63237882	334	62	37	Double
T3	all	Coronaviridae	102076	101646	234	0.999056436869729	0.000389755103876398	0.00229681978798587	600143	96	0.999610244896124	0.000943563130270685	0.000159936292043669	0.997703180212014	0.999056436869729	0.999529994203262	0.999333340882926	0.998379349972007	2563.29276238691	0.000943931032208195	2715550.89823718	334	62	0	Single
T3	all	Human	100209	100168	99612	0.999590855112814	0.165493180043528	0.498608469316248	502298	41	0.834506819956472	0.000409144887185782	8.16181901066809e-05	0.501391530683752	0.999590855112814	0.858068219205007	0.917048837534643	0.667811153075613	6.04007279846759	0.000490283455331285	12319.552562479	0	29	10	Double
T3	all	Human	100209	100168	99612	0.999590855112814	0.165493180043528	0.498608469316248	502298	41	0.834506819956472	0.000409144887185782	8.16181901066809e-05	0.501391530683752	0.999590855112814	0.858068219205007	0.917048837534643	0.667811153075613	6.04007279846759	0.000490283455331285	12319.552562479	0	29	0	Single
T3	all	Influenza	100179	98529	1	0.998581114635803	1.65713812246251e-06	1.01491931391454e-05	603449	140	0.999998342861877	0.00141888536419747	0.000231945910213738	0.999989850806861	0.998581114635803	0.999799179341394	0.99928972874884	0.999284986232182	602593.773626975	0.00141888771549039	424694475.15	1510	65	48	Double
T3	all	Influenza	100179	98576	10	0.999057454722355	1.65713812246251e-05	0.000101434280729515	603440	93	0.999983428618775	0.000942545277645461	0.00015409265110607	0.99989856571927	0.999057454722355	0.999853301221018	0.999520441670565	0.999477833261514	60288.1221052205	0.000942560897181416	63962044.5591398	1510	65	0	Single
T3	all	Metapneumovirus	100548	100197	0	0.996509129967777	0	0	601571	351	1	0.00349087003222342	0.000583132033718655	1	0.996509129967777	0.999500084743469	0.998254564983888	0.998251513113652	Inf	0.00349087003222342	Inf	0	175	126	Double
T3	all	Metapneumovirus	100548	100311	1	0.997642916815849	1.66231417405427e-06	9.96889704123136e-06	601570	237	0.999998337685826	0.00235708318415085	0.000393813963612919	0.999990031102959	0.997642916815849	0.999661026122353	0.998820627250838	0.998815095091108	600153.047111827	0.00235708710237015	254616406.202532	0	175	0	Single
T3	all	Rhinovirus	101945	100518	27	0.9989068648885	4.48884521962922e-05	0.000268536476204684	601464	110	0.999955111547804	0.00109313511149978	0.000182853647265341	0.999731463523795	0.9989068648885	0.999804876381354	0.999430988218152	0.999318994099606	22253.0921877277	0.00109318418284571	20356214.9333333	1317	54	39	Double
T3	all	Rhinovirus	101945	100556	86	0.999284493381564	0.000142978032921523	0.000854514019991654	601405	72	0.999857021967078	0.000715506618436221	0.000119705325390663	0.999145485980008	0.999284493381564	0.999774966921562	0.999570757674321	0.999214984846226	6989.07708382058	0.000715608934794058	9766615.17764858	1317	54	0	Single
T3	all	Sars_cov_2	100349	99947	0	0.997285943783115	0	0	601900	272	1	0.00271405621688502	0.000451698185900374	1	0.997285943783115	0.999612601282689	0.998642971891557	0.998641127863873	Inf	0.00271405621688502	Inf	130	97	152	Double
T3	all	Sars_cov_2	100349	100055	3	0.998363583751584	4.9842166472836e-06	2.998261008615e-05	601897	164	0.999995015783353	0.00163641624841597	0.000272397647414465	0.999970017389914	0.998363583751584	0.999762148581651	0.999179299767468	0.999166154875497	200305.013686693	0.00163642440470973	122404073.851626	130	97	0	Single
T3	all	Unrelated	100192	0	0	0	0	NA	602015	100104	1	1	0.142574122050536	NA	0	0.857425877949464	0.5	NA	NA	1	NA	88	379	191	Double
T3	all	Unrelated	100192	0	0	0	0	NA	602015	100104	1	1	0.142574122050536	NA	0	0.857425877949464	0.5	NA	NA	1	NA	88	379	0	Single
T4	all	Coronaviridae	102076	101628	51	0.998751904083337	8.49520021188029e-05	0.000501578497034786	600288	127	0.999915047997881	0.00124809591666257	0.000211520365080819	0.999498421502965	0.998751904083337	0.999746472694539	0.999333476040609	0.999125023349096	11756.661163637	0.00124820195391761	9418877.3913849	321	60	37	Double
T4	all	Coronaviridae	102076	101664	221	0.99910569505184	0.000368125342514812	0.0021691122343819	600118	91	0.999631874657485	0.000894304948159796	0.000151613854507347	0.997830887765618	0.99910569505184	0.999555615060092	0.999368784854663	0.998467884502062	2714.03671430646	0.000894634285712649	3033682.87762916	321	60	0	Single
T4	all	Human	100209	100181	99619	0.999720583979483	0.165511684125705	0.498593593593594	502266	28	0.834488315874295	0.000279416020517119	5.57442454020952e-05	0.501406406406406	0.999720583979483	0.858071711195367	0.917104449926889	0.667853297734401	6.04018132774361	0.00033483515011756	18039.2689525664	0	19	7	Double
T4	all	Human	100209	100181	99619	0.999720583979483	0.165511684125705	0.498593593593594	502266	28	0.834488315874295	0.000279416020517119	5.57442454020952e-05	0.501406406406406	0.999720583979483	0.858071711195367	0.917104449926889	0.667853297734401	6.04018132774361	0.00033483515011756	18039.2689525664	0	19	0	Single
T4	all	Influenza	100198	98546	1	0.998368910006383	1.65731114525172e-06	1.01474423371589e-05	603386	161	0.999998342688855	0.00163108999361747	0.000266756358659723	0.999989852557663	0.998368910006383	0.999769261665817	0.999183626347619	0.999178723878857	602402.821502021	0.00163109269684558	369324700.347826	1491	68	59	Double
T4	all	Influenza	100198	98603	13	0.998946376650086	2.15450448882724e-05	0.000131824450393445	603374	104	0.999978454955112	0.00105362334991439	0.000172334368444251	0.999868175549607	0.998946376650086	0.999833355647534	0.999462415802599	0.999407063545557	46365.4813359819	0.00105364605076585	44004797.7233728	1491	68	0	Single
T4	all	Metapneumovirus	100548	100226	1	0.996797549429128	1.66238325913563e-06	9.97735141229409e-06	601545	322	0.999998337616741	0.00320245057087162	0.000535001919028623	0.999990022648588	0.996797549429128	0.999539947642338	0.998397943522935	0.998391233968372	599619.578668894	0.00320245589458069	187237419.782609	0	184	108	Double
T4	all	Metapneumovirus	100548	100311	1	0.997642916815849	1.66238325913563e-06	9.96889704123136e-06	601545	237	0.999998337616741	0.00235708318415085	0.000393830323937904	0.999990031102959	0.997642916815849	0.999661014052249	0.998820627216295	0.998815095091108	600128.106038907	0.00235708710253299	254605824.873418	0	184	0	Single
T4	all	Rhinovirus	101944	100444	25	0.998796798090787	4.15607560067761e-05	0.000248832973354965	601504	121	0.999958439243993	0.00120320190921295	0.000201121961354664	0.999751167026645	0.998796798090787	0.999792050637094	0.99937761866739	0.999273754688262	24032.2095663501	0.0012032519172723	19972716.6201653	1379	69	29	Double
T4	all	Rhinovirus	101944	100470	90	0.999055337344006	0.000149618721624394	0.000894988066825776	601439	95	0.999850381278376	0.000944662655993636	0.000157929560091366	0.999105011933174	0.999055337344006	0.999736502519606	0.999452859311191	0.999080174021131	6677.3417557467	0.00094480401636275	7067435.82807018	1379	69	0	Single
T4	all	Sars_cov_2	100343	100013	0	0.998083927947707	0	0	601889	192	1	0.0019160720522928	0.000318893969416075	1	0.998083927947707	0.999726532344672	0.999041963973854	0.999041045260666	Inf	0.0019160720522928	Inf	138	69	113	Double
T4	all	Sars_cov_2	100343	100093	1	0.998882291302829	1.66143591260183e-06	9.99060882770196e-06	601888	112	0.999998338564087	0.0011177086971708	0.000186046511627907	0.999990009391172	0.998882291302829	0.999839052890354	0.999440314933458	0.999435843414096	601216.263429969	0.00111771055417525	537899782	138	69	0	Single
T4	all	Unrelated	100193	0	0	0	0	NA	601989	100105	1	1	0.142580623107447	NA	0	0.857419376892553	0.5	NA	NA	1	NA	88	358	179	Double
T4	all	Unrelated	100193	0	0	0	0	NA	601989	100105	1	1	0.142580623107447	NA	0	0.857419376892553	0.5	NA	NA	1	NA	88	358	0	Single
T5	all	Coronaviridae	102076	101637	48	0.998918887043353	7.99546923410068e-05	0.000472046024487388	600292	110	0.999920045307659	0.00108111295664737	0.00018321058224323	0.999527953975513	0.998918887043353	0.999774956664915	0.999419466175506	0.999223327696724	12493.5617634918	0.00108119940361305	11555279.925	329	48	36	Double
T5	all	Coronaviridae	102076	101673	209	0.999272705829164	0.0003481360562348	0.00205139278773483	600131	74	0.999651863943765	0.000727294170835504	0.000123291208836981	0.997948607212265	0.999272705829164	0.999596916051714	0.999462284886465	0.998610217601619	2870.35108238029	0.000727547456337677	3945242.41322902	329	48	0	Single
T5	all	Human	100209	100170	99640	0.999610813399994	0.165548499862098	0.49867374005305	502238	39	0.834451500137902	0.000389186600005987	7.76463983021321e-05	0.50132625994695	0.999610813399994	0.858024717734412	0.917031156768948	0.66775770867845	6.03817500148095	0.000466398106950099	12946.3968903437	0	28	10	Double
T5	all	Human	100209	100170	99640	0.999610813399994	0.165548499862098	0.49867374005305	502238	39	0.834451500137902	0.000389186600005987	7.76463983021321e-05	0.50132625994695	0.999610813399994	0.858024717734412	0.917031156768948	0.66775770867845	6.03817500148095	0.000466398106950099	12946.3968903437	0	28	0	Single
T5	all	Influenza	100162	98533	2	0.99858117215449	3.31447397640757e-06	2.02973562693459e-05	603412	140	0.999996685526024	0.00141882784550992	0.000231960129367478	0.999979702643731	0.99858117215449	0.999797745863404	0.999288928840257	0.999279948075129	301278.929707215	0.00141883254819347	212342837.842857	1489	65	42	Double
T5	all	Influenza	100162	98573	15	0.998986551538921	2.48585548230568e-05	0.000152148334482899	603399	100	0.999975141445177	0.00101344846107851	0.000165700357415671	0.999847851665517	0.998986551538921	0.999836202635856	0.999480846492049	0.999417016034594	40186.8314006871	0.00101347365456892	39652566.418	1489	65	0	Single
T5	all	Metapneumovirus	100548	100208	0	0.996618530453117	0	0	601539	340	1	0.00338146954688308	0.000564897595696145	1	0.996618530453117	0.999515729532095	0.998309265226558	0.998306401801192	Inf	0.00338146954688308	Inf	0	194	107	Double
T5	all	Metapneumovirus	100548	100298	2	0.997513625333174	3.32480520797488e-06	1.99401794616152e-05	601537	250	0.999996675194792	0.00248637466682579	0.000415429379498062	0.999980059820538	0.997513625333174	0.999641070123788	0.998755150263983	0.998745319843862	300021.674334646	0.00248638293356472	120665916.052	0	194	0	Single
T5	all	Rhinovirus	101952	100467	17	0.998757356449817	2.82629115786499e-05	0.000169181163170256	601478	125	0.999971737088421	0.00124264355018292	0.000207778219191061	0.99983081883683	0.998757356449817	0.999797745863404	0.999364546769119	0.999293799359446	35338.0915363402	0.00124267867190034	28437030.6945882	1360	66	38	Double
T5	all	Rhinovirus	101952	100501	85	0.999095355495467	0.000141314557893249	0.00084504801861094	601410	91	0.999858685442107	0.000904644504533164	0.00015128819403459	0.999154951981389	0.999095355495467	0.999749318816614	0.999477020468787	0.999125152849715	7070.01012769113	0.000904772362039499	7814131.40400776	1360	66	0	Single
T5	all	Sars_cov_2	100341	100018	0	0.997964518768334	0	0	601865	204	1	0.0020354812316657	0.000338831595714113	1	0.997964518768334	0.999709437719257	0.998982259384167	0.998981222532961	Inf	0.0020354812316657	Inf	119	67	121	Double
T5	all	Sars_cov_2	100341	100101	4	0.998792680249845	6.64600865642627e-06	3.99580440537436e-05	601861	121	0.999993353991344	0.00120731975015466	0.000201002687788007	0.999960041955946	0.998792680249845	0.9998219593868	0.999393017120594	0.999376020206961	150284.589124643	0.00120732777406549	124477041.241736	119	67	0	Single
T5	all	Unrelated	100177	0	0	0	0	NA	601991	100096	1	1	0.142569225751225	NA	0	0.857430774248775	0.5	NA	NA	1	NA	81	348	177	Double
T5	all	Unrelated	100177	0	0	0	0	NA	601991	100096	1	1	0.142569225751225	NA	0	0.857430774248775	0.5	NA	NA	1	NA	81	348	0	Single
T6	all	Coronaviridae	102076	101644	38	0.998948413283408	6.32974647699637e-05	0.000373714128360969	600302	107	0.99993670253523	0.00105158671659247	0.000178211852254047	0.999626285871639	0.998948413283408	0.999793474065328	0.999442557909319	0.999287234617786	15781.8076429095	0.00105165328357913	15006664.1633055	325	47	33	Double
T6	all	Coronaviridae	102076	101676	207	0.999262906507061	0.000344804610720592	0.00203174229262978	600133	75	0.999655195389279	0.000737093492938644	0.000124956681683683	0.99796825770737	0.999262906507061	0.999598342664982	0.99945905094817	0.998615162497422	2898.05552315193	0.000737347733836976	3930378.28714976	325	47	0	Single
T6	all	Human	100209	100171	99649	0.999620792543584	0.16556235275353	0.498693824441998	502233	38	0.83443764724647	0.00037920745641609	7.56563687730329e-05	0.501306175558002	0.999620792543584	0.858014132071199	0.917029219895027	0.667742118261901	6.03773005105638	0.000454446725489224	13285.891860166	0	28	9	Double
T6	all	Human	100209	100171	99649	0.999620792543584	0.16556235275353	0.498693824441998	502233	38	0.83443764724647	0.00037920745641609	7.56563687730329e-05	0.501306175558002	0.999620792543584	0.858014132071199	0.917029219895027	0.667742118261901	6.03773005105638	0.000454446725489224	13285.891860166	0	28	0	Single
T6	all	Influenza	100192	98502	1	0.998469382583398	1.6571710763989e-06	1.01519750667492e-05	603437	151	0.999998342828924	0.00153061741660162	0.000250170646202376	0.999989848024933	0.998469382583398	0.999783503847792	0.999233862706161	0.999229036904786	602514.367287361	0.00153061995310074	393640737.576159	1539	65	60	Double
T6	all	Influenza	100192	98559	9	0.999047165316818	1.49145396875901e-05	9.13075237399562e-05	603429	94	0.999985085460312	0.000952834683182468	0.000155752142006187	0.99990869247626	0.999047165316818	0.999853295370543	0.999516125388565	0.999477743242353	66984.7803716055	0.000952848894485121	70299478.5	1539	65	0	Single
T6	all	Metapneumovirus	100548	100209	0	0.996628475951784	0	0	601543	339	1	0.00337152404821578	0.00056323332480453	1	0.996628475951784	0.999517156607904	0.998314237975892	0.998311391383613	Inf	0.00337152404821578	Inf	0	186	121	Double
T6	all	Metapneumovirus	100548	100314	2	0.997672753311851	3.32478309946255e-06	1.9936999082898e-05	601541	234	0.9999966752169	0.00232724668814894	0.000388849653109551	0.999980063000917	0.997672753311851	0.999663861237361	0.998834714264376	0.998825075673092	300071.530522735	0.00232725442576513	128937999.730769	0	186	0	Single
T6	all	Rhinovirus	101949	100502	18	0.998807417860905	2.99267293908747e-05	0.000179068842021488	601451	120	0.999970073270609	0.00119258213909483	0.000199477700886512	0.999820931157979	0.998807417860905	0.999803444282864	0.999388745565757	0.999313917530899	33375.0943785212	0.0011926178302459	27984735.3712963	1327	63	36	Double
T6	all	Rhinovirus	101949	100538	77	0.999165192502634	0.000128019897949853	0.000765293445311335	601392	84	0.99987198010205	0.000834807497366381	0.000139656445144943	0.999234706554689	0.999165192502634	0.999770684996674	0.999518586302342	0.999199948319643	7804.76479440736	0.000834914383020492	9347982.20408163	1327	63	0	Single
T6	all	Sars_cov_2	100348	99998	0	0.997764961784838	0	0	601869	224	1	0.00223503821516234	0.000372035549325436	1	0.997764961784838	0.999680953038851	0.998882480892419	0.998881230646289	Inf	0.00223503821516234	Inf	126	75	133	Double
T6	all	Sars_cov_2	100348	100084	4	0.998623056813873	6.64596448728876e-06	3.99648309487651e-05	601865	138	0.999993354035513	0.0013769431861268	0.000229234738032867	0.999960035169051	0.998623056813873	0.9997977470157	0.999308205424693	0.999291098796865	150260.065145377	0.00137695233730313	109125102.644928	126	75	0	Single
T6	all	Unrelated	100182	0	0	0	0	NA	602005	100086	1	1	0.142554170328348	NA	0	0.857445829671652	0.5	NA	NA	1	NA	96	337	166	Double
T6	all	Unrelated	100182	0	0	0	0	NA	602005	100086	1	1	0.142554170328348	NA	0	0.857445829671652	0.5	NA	NA	1	NA	96	337	0	Single
T7	all	Coronaviridae	102076	101622	46	0.998830363373664	7.66088270022799e-05	0.000452453082582524	600407	119	0.999923391172998	0.0011696366263355	0.000198159613405581	0.999547546917417	0.998830363373664	0.999765022201842	0.999376877273331	0.999188826453107	13038.0584386697	0.00116972623769048	11146247.7446109	335	45	45	Double
T7	all	Coronaviridae	102076	101666	225	0.999262834059032	0.000374717088598108	0.00220824214111158	600228	75	0.999625282911402	0.000737165940967751	0.000124936906862035	0.997791757858888	0.999262834059032	0.999572767639712	0.999444058485217	0.998526754144732	2666.71273999666	0.00073744227318937	3616164.73173333	335	45	0	Single
T7	all	Human	100209	100175	99613	0.999660709117943	0.165474222779637	0.498593509119667	502372	34	0.834525777220363	0.000339290882056502	6.76743510228779e-05	0.501406490880333	0.999660709117943	0.85809192331464	0.917093243169153	0.667840011733451	6.04118691313749	0.000406567288055034	14859.0088052528	0	22	12	Double
T7	all	Human	100209	100175	99613	0.999660709117943	0.165474222779637	0.498593509119667	502372	34	0.834525777220363	0.000339290882056502	6.76743510228779e-05	0.501406490880333	0.999660709117943	0.85809192331464	0.917093243169153	0.667840011733451	6.04118691313749	0.000406567288055034	14859.0088052528	0	22	0	Single
T7	all	Influenza	100223	98581	3	0.998329046239848	4.97143084408267e-06	3.04309015661771e-05	603445	165	0.999995028569156	0.00167095376015231	0.000273355312204901	0.999969569098434	0.998329046239848	0.999760749878239	0.999162037404502	0.999148634267471	200813.222098448	0.00167096206722467	120178205.141414	1477	73	61	Double
T7	all	Influenza	100223	98639	16	0.998916411804022	2.65142978351076e-05	0.00016218133900968	603432	107	0.999973485702165	0.00108358819597756	0.000177287631785187	0.99983781866099	0.998916411804022	0.999824834732282	0.999444948753094	0.999376902852569	37674.6319293946	0.00108361692731951	34767481.9205608	1477	73	0	Single
T7	all	Metapneumovirus	100548	100205	0	0.996588693957115	0	0	601646	343	1	0.00341130604288499	0.000569777853083694	1	0.996588693957115	0.999511531001404	0.998294346978557	0.998291432755675	Inf	0.00341130604288499	Inf	0	179	120	Double
T7	all	Metapneumovirus	100548	100314	0	0.997672753311851	0	0	601646	234	1	0.00232724668814894	0.000388781816973483	1	0.997672753311851	0.999666758758975	0.998836376655926	0.998835021059235	Inf	0.00232724668814894	Inf	0	179	0	Single
T7	all	Rhinovirus	101949	100525	23	0.998897014984697	3.82340522443389e-05	0.000228746469347973	601535	111	0.999961765947756	0.00110298501530268	0.000184493871811663	0.999771253530652	0.998897014984697	0.999809169545738	0.999429390466226	0.999333943057102	26125.8474147898	0.00110302718850183	23685587.8867998	1313	56	36	Double
T7	all	Rhinovirus	101949	100561	87	0.999254739854525	0.000144624458489456	0.000864398696447023	601471	75	0.99985537554151	0.00074526014547478	0.000124678744435172	0.999135601303553	0.999254739854525	0.999769294525444	0.999555057698018	0.999195167027682	6909.30669882079	0.000745367943910044	9269659.03923372	1313	56	0	Single
T7	all	Sars_cov_2	100340	99995	0	0.997864463271762	0	0	601985	214	1	0.00213553672823798	0.000355364256665986	1	0.997864463271762	0.999695240916328	0.998932231635881	0.998931090287906	Inf	0.00213553672823798	Inf	131	62	139	Double
T7	all	Sars_cov_2	100340	100087	3	0.998782544482033	4.98351287822786e-06	2.99730242781497e-05	601982	122	0.999995016487122	0.00121745551796745	0.00020262280270518	0.999970026975722	0.998782544482033	0.999821986516547	0.999388780484577	0.999375932980195	200417.370013339	0.00121746158520294	164619050.36612	131	62	0	Single
T7	all	Unrelated	100182	0	0	0	0	NA	602089	100105	1	1	0.142560318088733	NA	0	0.857439681911267	0.5	NA	NA	1	NA	77	371	185	Double
T7	all	Unrelated	100182	0	0	0	0	NA	602089	100105	1	1	0.142560318088733	NA	0	0.857439681911267	0.5	NA	NA	1	NA	77	371	0	Single
T8	all	Coronaviridae	102076	101628	30	0.998899154708079	4.99661895450745e-05	0.000295107123885971	600376	112	0.999950033810455	0.00110084529192058	0.000186514967826168	0.999704892876114	0.998899154708079	0.999797762858437	0.999424594259267	0.999301861375235	19991.5015293886	0.00110090029971363	18159229.8	336	48	30	Double
T8	all	Coronaviridae	102076	101658	209	0.999194023982701	0.000348097787164019	0.00205169485701945	600197	82	0.999651902212836	0.000805976017298997	0.000136603146203682	0.997948305142981	0.999194023982701	0.999585556280318	0.999422963097768	0.998570776053868	2870.44060843712	0.000806256673462916	3560206.94515113	336	48	0	Single
